0, 0
1, 0
2, 0
3, 43
4, 43
5, 43
6, 43
7, 43
8, 43
9, 43
10, 49
11, 43
12, 42
13, 42
14, 42
15, 43
16, 43
17, 43
18, 43
19, 43
20, 42
21, 43
22, 44
23, 44
24, 45
25, 60
26, 56
27, 55
28, 59
29, 61
30, 67
31, 60
32, 56
33, 51
34, 54
35, 54
36, 48
37, 47
38, 47
39, 47
40, 46
41, 47
42, 47
43, 46
44, 48
45, 46
46, 46
47, 52
48, 46
49, 46
50, 46
51, 46
52, 46
53, 46
54, 46
55, 46
56, 46
57, 46
58, 47
59, 47
60, 48
61, 48
62, 47
63, 47
64, 47
65, 47
66, 47
67, 47
68, 47
69, 49
70, 47
71, 48
72, 59
73, 52
74, 50
75, 58
76, 57
77, 57
78, 56
79, 54
80, 53
81, 53
82, 52
83, 51
84, 49
85, 53
86, 47
87, 47
88, 47
89, 47
90, 48
91, 48
92, 48
93, 48
94, 47
95, 47
96, 46
97, 46
98, 46
99, 47
100, 53
101, 47
102, 47
103, 48
104, 48
105, 49
106, 50
107, 50
108, 48
109, 43
110, 42
111, 49
112, 46
113, 45
114, 43
115, 43
116, 43
117, 56
118, 42
119, 43
120, 43
121, 43
122, 43
123, 43
124, 42
125, 48
126, 42
127, 42
128, 42
129, 42
130, 42
131, 43
132, 42
133, 42
134, 42
135, 42
136, 42
137, 42
138, 55
139, 47
140, 49
141, 46
142, 44
143, 44
144, 44
145, 44
146, 43
147, 44
148, 44
149, 47
150, 53
151, 44
152, 44
153, 43
154, 43
155, 44
156, 44
157, 44
158, 44
159, 43
160, 43
161, 43
162, 43
163, 49
164, 43
165, 43
166, 43
167, 43
168, 43
169, 43
170, 43
171, 43
172, 43
173, 43
174, 43
175, 43
176, 43
177, 43
178, 43
179, 43
180, 43
181, 43
182, 43
183, 43
184, 43
185, 43
186, 44
187, 43
188, 43
189, 43
190, 44
191, 45
192, 44
193, 44
194, 44
195, 42
196, 43
197, 44
198, 42
199, 44
200, 43
201, 43
202, 43
203, 44
204, 44
205, 43
206, 43
207, 50
208, 49
209, 45
210, 43
211, 43
212, 43
213, 49
214, 45
215, 44
216, 47
217, 50
218, 50
219, 50
220, 48
221, 47
222, 47
223, 52
224, 47
225, 47
226, 48
227, 53
228, 49
229, 48
230, 47
231, 48
232, 47
233, 47
234, 44
235, 46
236, 47
237, 50
238, 49
239, 48
240, 45
241, 46
242, 46
243, 46
244, 46
245, 44
246, 45
247, 50
248, 45
249, 48
250, 47
251, 47
252, 45
253, 56
254, 44
255, 46
256, 45
257, 45
258, 43
259, 42
260, 43
261, 47
262, 46
263, 47
264, 45
265, 50
266, 44
267, 48
268, 45
269, 44
270, 43
271, 43
272, 43
273, 42
274, 41
275, 41
276, 41
277, 48
278, 47
279, 41
280, 41
281, 41
282, 41
283, 44
284, 45
285, 44
286, 45
287, 45
288, 44
289, 43
290, 42
291, 43
292, 43
293, 43
294, 54
295, 43
296, 44
297, 43
298, 44
299, 44
300, 43
301, 43
302, 43
303, 48
304, 43
305, 44
306, 44
307, 45
308, 44
309, 44
310, 41
311, 45
312, 43
313, 53
314, 43
315, 42
316, 47
317, 47
318, 41
319, 43
320, 43
321, 42
322, 47
323, 46
324, 46
325, 45
326, 46
327, 46
328, 47
329, 41
330, 42
331, 44
332, 43
333, 44
334, 43
335, 43
336, 43
337, 44
338, 43
339, 42
340, 42
341, 42
342, 48
343, 42
344, 42
345, 42
346, 42
347, 43
348, 44
349, 44
350, 45
351, 45
352, 44
353, 44
354, 45
355, 45
356, 45
357, 47
358, 49
359, 49
360, 49
361, 48
362, 48
363, 49
364, 45
365, 43
366, 42
367, 42
368, 42
369, 41
370, 41
371, 41
372, 43
373, 46
374, 46
375, 46
376, 45
377, 45
378, 44
379, 43
380, 51
381, 44
382, 46
383, 45
384, 48
385, 49
386, 48
387, 46
388, 47
389, 47
390, 59
391, 60
392, 58
393, 70
394, 60
395, 62
396, 56
397, 50
398, 49
399, 48
400, 45
401, 44
402, 43
403, 42
404, 53
405, 42
406, 46
407, 41
408, 42
409, 43
410, 44
