0, 0
1, 0
2, 56
3, 55
4, 52
5, 50
6, 51
7, 51
8, 52
9, 55
10, 60
11, 58
12, 58
13, 56
14, 55
15, 55
16, 51
17, 51
18, 50
19, 51
20, 50
21, 50
22, 50
23, 51
24, 52
25, 53
26, 52
27, 52
28, 50
29, 49
30, 52
31, 52
32, 52
33, 51
34, 47
35, 45
36, 46
37, 47
38, 48
39, 49
40, 48
41, 47
42, 47
43, 49
44, 50
45, 50
46, 51
47, 53
48, 51
49, 57
50, 50
51, 48
52, 46
53, 46
54, 46
55, 48
56, 48
57, 48
58, 48
59, 48
60, 48
61, 48
62, 48
63, 48
64, 48
65, 46
66, 53
67, 61
68, 46
69, 46
70, 49
71, 52
72, 52
73, 49
74, 48
75, 47
76, 46
77, 47
78, 47
79, 46
80, 46
81, 47
82, 53
83, 57
84, 49
85, 46
86, 65
87, 52
88, 47
89, 48
90, 49
91, 63
92, 48
93, 47
94, 47
95, 52
96, 50
97, 47
98, 44
99, 44
100, 44
101, 44
102, 45
103, 48
104, 45
105, 48
106, 50
