0, 0
1, 0
2, 51
3, 52
4, 52
5, 51
6, 50
7, 50
8, 50
9, 50
10, 49
11, 49
12, 49
13, 50
14, 50
15, 50
16, 50
17, 51
18, 50
19, 49
20, 49
21, 49
22, 49
23, 49
24, 49
25, 50
26, 50
27, 50
28, 50
29, 51
30, 51
31, 50
32, 50
33, 52
34, 50
35, 50
36, 50
37, 50
38, 50
39, 50
40, 51
41, 50
42, 51
43, 51
44, 50
45, 50
46, 50
47, 50
48, 50
49, 49
50, 49
51, 49
52, 50
53, 50
54, 50
55, 50
56, 50
57, 51
58, 49
59, 48
60, 48
61, 48
62, 48
63, 49
64, 51
65, 52
66, 52
67, 52
68, 52
69, 52
70, 52
71, 52
72, 52
73, 52
74, 52
75, 52
76, 52
77, 52
78, 52
79, 53
80, 53
81, 52
82, 52
83, 52
84, 52
85, 52
86, 52
87, 52
88, 52
89, 52
90, 52
91, 52
92, 52
93, 52
94, 50
95, 50
96, 50
97, 50
98, 50
99, 50
100, 51
101, 50
102, 50
103, 50
104, 50
105, 50
106, 52
107, 53
108, 55
109, 52
