0, 0
1, 0
2, 46
3, 46
4, 47
5, 46
6, 46
7, 46
8, 46
9, 45
10, 45
11, 45
12, 45
13, 45
14, 46
15, 47
16, 46
17, 45
18, 44
19, 44
20, 44
21, 45
22, 47
23, 47
24, 47
25, 47
26, 46
27, 46
28, 46
29, 46
30, 46
31, 46
32, 46
33, 47
34, 46
35, 44
36, 43
37, 43
38, 43
39, 44
40, 44
41, 44
42, 46
43, 46
44, 46
45, 46
46, 48
47, 47
48, 46
49, 45
50, 46
51, 44
52, 43
53, 43
54, 43
55, 43
56, 44
57, 47
58, 50
59, 49
60, 49
61, 46
62, 46
63, 45
64, 45
65, 44
66, 44
67, 44
68, 43
69, 43
70, 43
71, 43
72, 44
73, 44
74, 44
75, 43
76, 43
