0, 0
1, 0
2, 52
3, 54
4, 55
5, 54
6, 54
7, 54
8, 53
9, 53
10, 53
11, 56
12, 58
13, 52
14, 50
15, 50
16, 50
17, 50
18, 50
19, 50
20, 50
21, 50
22, 50
23, 50
24, 50
25, 51
26, 51
27, 52
28, 52
29, 52
30, 52
31, 52
32, 52
33, 52
34, 51
35, 51
36, 51
37, 51
38, 52
39, 51
40, 51
41, 51
42, 51
43, 51
44, 51
45, 51
46, 51
47, 51
48, 51
49, 51
50, 51
51, 51
52, 51
53, 51
54, 51
55, 51
56, 51
57, 52
58, 51
59, 51
60, 50
61, 51
62, 51
63, 51
64, 51
65, 50
66, 50
67, 50
68, 50
69, 50
70, 50
71, 50
72, 51
73, 51
74, 51
75, 52
76, 53
77, 53
78, 53
79, 53
80, 53
81, 52
82, 52
83, 52
84, 52
85, 51
86, 52
87, 52
88, 52
89, 52
90, 52
91, 52
92, 52
93, 53
94, 53
95, 53
96, 53
97, 53
98, 53
99, 48
100, 50
101, 52
102, 52
103, 57
104, 61
