0, 0
1, 0
2, 51
3, 51
4, 51
5, 51
6, 50
7, 51
8, 52
9, 52
10, 52
11, 52
12, 51
13, 51
14, 50
15, 50
16, 50
17, 50
18, 50
19, 50
20, 49
21, 49
22, 50
23, 51
24, 52
25, 52
26, 51
27, 51
28, 51
29, 51
30, 51
31, 51
32, 52
33, 51
34, 51
35, 51
36, 52
37, 51
38, 51
39, 51
40, 51
41, 51
42, 51
43, 52
44, 51
45, 52
46, 52
47, 52
48, 52
49, 51
50, 51
51, 51
52, 51
53, 51
54, 51
55, 51
56, 51
57, 51
58, 51
59, 51
60, 51
61, 51
62, 51
63, 51
64, 51
65, 51
66, 51
67, 51
68, 52
69, 53
70, 52
71, 52
72, 53
73, 53
74, 53
75, 51
76, 52
77, 52
78, 52
79, 46
80, 47
81, 47
82, 47
83, 49
