0, 0
1, 0
2, 49
3, 49
4, 49
5, 49
6, 49
7, 49
8, 49
9, 49
10, 48
11, 48
12, 48
13, 49
14, 48
15, 49
16, 49
17, 49
18, 50
19, 50
20, 50
21, 49
22, 49
23, 50
24, 49
25, 49
26, 49
27, 49
28, 49
29, 49
30, 49
31, 49
32, 49
33, 49
34, 49
35, 48
36, 49
37, 49
38, 49
39, 49
40, 49
41, 49
42, 49
43, 49
44, 49
45, 49
46, 49
47, 49
48, 49
49, 49
50, 49
51, 49
52, 49
53, 49
54, 49
55, 49
56, 49
57, 50
58, 49
59, 49
60, 49
61, 49
62, 49
63, 50
64, 50
65, 49
66, 49
67, 49
68, 49
69, 50
70, 50
71, 49
72, 49
73, 49
74, 49
75, 49
76, 49
77, 49
78, 49
79, 49
80, 49
81, 50
82, 50
83, 50
84, 50
85, 50
86, 49
87, 48
88, 47
89, 46
90, 50
91, 51
92, 60
93, 63
94, 64
