0, 0, 0, 0
1, 0, 0, 0
2, 25.9805, 51.9612, 57
3, 25.9805, 51.9612, 57
4, 25.9805, 51.9612, 55
5, 25.9805, 51.9612, 56
6, 25.9805, 51.9612, 56
7, 25.9805, 51.9612, 44
8, 25.9805, 51.9612, 43
9, 25.9805, 51.9612, 40
10, 26.0754, 51.72, 46
11, 26.0754, 51.72, 37
12, 26.1716, 51.4808, 40
13, 26.1716, 51.4808, 43
14, 26.2422, 51.3133, 52
15, 26.3891, 51.1885, 35
16, 26.4549, 51.1722, 49
17, 26.5952, 51.1714, 37
18, 26.7183, 51.1978, 41
19, 26.8582, 51.2725, 47
20, 26.8582, 51.2725, 39
21, 27.0783, 51.4262, 40
22, 27.0783, 51.4262, 40
23, 27.29, 51.6022, 45
24, 27.464, 51.7557, 49
25, 27.464, 51.7557, 44
26, 27.7039, 51.8664, 48
27, 27.9091, 51.9728, 42
28, 27.9091, 51.9728, 39
29, 28.1751, 52.0076, 35
30, 28.1751, 52.0076, 37
31, 28.4395, 52.0385, 51
32, 28.6257, 52.0644, 41
33, 28.6416, 52.0795, 46
34, 28.8207, 52.2143, 43
35, 28.8207, 52.2143, 60
36, 29.0201, 52.403, 43
37, 29.0201, 52.403, 41
38, 29.2367, 52.5407, 40
39, 29.2367, 52.5407, 45
40, 29.445, 52.697, 43
41, 29.5211, 52.767, 39
42, 29.5211, 52.767, 44
43, 29.7646, 52.8693, 41
44, 29.7646, 52.8693, 49
45, 30.0141, 52.9345, 42
46, 30.0141, 52.9345, 46
47, 30.0141, 52.9345, 44
48, 30.0141, 52.9345, 47
49, 30.0141, 52.9345, 45
50, 30.0141, 52.9345, 50
51, 30.2843, 52.983, 48
52, 30.2843, 52.983, 51
53, 30.5389, 53.0303, 57
54, 30.6861, 53.0392, 41
55, 30.8348, 53.0027, 44
56, 30.8348, 53.0027, 42
57, 31.1524, 52.9193, 58
58, 31.1524, 52.9193, 51
59, 31.1524, 52.9193, 60
60, 31.4773, 52.8292, 45
61, 31.4773, 52.8292, 43
62, 31.5358, 52.8278, 41
63, 31.5248, 52.8515, 58
64, 31.5243, 52.851, 49
65, 31.5235, 52.8567, 44
66, 31.5135, 52.8797, 49
67, 31.5092, 52.8937, 46
68, 31.5094, 52.9026, 57
69, 31.511, 52.904, 46
70, 31.504, 52.923, 48
71, 31.5017, 52.928, 43
72, 31.4985, 52.9396, 54
73, 31.4983, 52.9483, 46
74, 31.4962, 52.9549, 50
75, 31.4981, 52.9717, 58
76, 31.608, 52.9306, 50
77, 31.6721, 52.8455, 49
78, 31.6721, 52.8455, 49
79, 31.7693, 52.6185, 44
80, 31.7693, 52.6185, 49
81, 31.9255, 52.4171, 49
82, 31.9255, 52.4171, 41
83, 32.0751, 52.2001, 44
84, 32.1005, 52.1816, 43
85, 32.2757, 52.0237, 45
86, 32.2757, 52.0237, 44
87, 32.3719, 51.8751, 43
88, 32.3719, 51.8751, 41
89, 32.4404, 51.6243, 43
90, 32.469, 51.4047, 43
91, 32.4616, 51.2268, 43
92, 32.4356, 51.1445, 41
93, 32.3568, 50.9733, 36
94, 32.3568, 50.9733, 40
95, 32.2, 50.7916, 49
96, 31.9946, 50.6082, 37
97, 31.8649, 50.5132, 53
98, 31.8649, 50.5132, 39
99, 31.6324, 50.3898, 40
100, 31.6324, 50.3898, 39
101, 31.4139, 50.2919, 46
102, 31.1923, 50.2043, 40
103, 31.1923, 50.2043, 43
104, 31.0411, 50.1393, 38
105, 31.0555, 50.1325, 40
106, 31.0875, 50.1186, 38
107, 31.1042, 50.0986, 40
108, 31.1284, 50.0954, 52
109, 31.1578, 50.0979, 42
110, 31.1771, 50.0996, 43
111, 31.1993, 50.1024, 39
112, 31.2073, 50.1093, 49
